id,name,full_name,number,party,state,office_code,status,status_api,status_group,tse_url
160002542273,Magáli Zambão,Magali Genero,65000,PCdoB,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542273
160002542274,Maze Saad,Maria Jose de Souza El Saad,65650,PCdoB,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542274
160002542255,Thiago Bagatin,Thiago de Sousa Bagatin,65123,PCdoB,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542255
160002552567,Jucimar Rodrigues,Jucimar Rodrigues,29029,PCO,PR,7,Indeferido Em Prazo Recursal Ou Com Recurso,Indeferido em prazo recursal ou com recurso,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002552567
160002552568,Mafê,Maria Fernanda Curci Vicente,29000,PCO,PR,7,Indeferido Em Prazo Recursal Ou Com Recurso,Indeferido em prazo recursal ou com recurso,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002552568
160002546868,Ademir Silveira,Ademir Silveira dos Santos,12809,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546868
160002546873,Alexandre Cesar,Alexandre Cesar,12555,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546873
160002546866,Alexandre Guimarães,Alexandre Marcel Kuster Guimaraes,12012,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546866
160002546855,Ana Moro,Ana Lucia Leite Moro Vieira,12322,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546855
160002546865,Bituruna Marcos Bertoletti,Marcos Bertoletti,12045,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546865
160002548032,Danúbia Soares,Danubia Cristina Soares,12444,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002548032
160002546861,Débora W,Debora Wietozikoski,12512,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546861
160002546870,Dr. Fabricio Kleinibing,Fabricio Monteiro Kleinibing,12135,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546870
160002546860,Dra. Dayane Cordeiro,Dayane Cordeiro da Silveira,12220,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546860
160002546851,Emanuel Bueno,Emanuel Humberto de Oliveira Bueno,12543,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546851
160002546862,Gentil Paske,Gentil Paske de Faria,12200,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546862
160002546853,Giovani Fagundes,Giovani Benites Fagundes,12666,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546853
160002546872,Goura,Jorge Gomes de Oliveira Brand,12108,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546872
160002546863,João Mendonça,Joao Mendonca da Silva,12240,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546863
160002546874,Juliana Ramos,Juliana Maria Sampaio Ramos,12456,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546874
160002546856,Leandro Grassmann,Leandro Jose Grassmann,12000,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546856
160002546857,Lemuel do Salvando Vidas,Lemuel Wilson Rodrigues,12122,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546857
160002546881,Luizinho,Luiz Tavares Rosa,12044,PDT,PR,7,Indeferido Em Prazo Recursal Ou Com Recurso,Indeferido em prazo recursal ou com recurso,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546881
160002546867,Mãe Gi,Gislaine Gonçalves,12001,PDT,PR,7,Renúncia,Renúncia,inapta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546867
160002546885,Marcel Cherubim,Marcel Acacio de Jesus Cherubim,12712,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546885
160002546886,Márcia P Santos,Marcia Passos dos Santos,12111,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546886
160002546876,Marcos Ribas,Marcos de Oliveira Ribas,12088,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546876
160002546882,Marcos Vieira,Marcos Antonio Vieira,12345,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546882
160002546852,Neto Feitosa,Cicero Marcelino da Silva,12920,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546852
160002546859,Nivaldo Noga,Nivaldo de Melo Noga,12140,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546859
160002546850,Paola Reis,Paola Alves dos Reis,12100,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546850
160002546871,Pati Salvação,Patricia Moreira Leal Salvacao,12020,PDT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002546871
